Mrpl15,4.430676,4.877481,4.785923,2.688989,3.816593,5.741441,2.085104,3.051637,5.190901,2.366462,4.134065,1.637502,0.295112,0.160026,0.246988,0.416705,0,0.152725
Lypla1,2.103522,3.048119,0.012555,1.646313,0.952131,1.539735,1.384981,1.361991,0.088532,0.05184,0.419545,2.130557,0.704801,0.499197,0.478752,0.691358,0.091,0.687965
Tcea1,31.834215,27.111193,30.637936,25.419689,30.241646,31.25374,24.405247,24.014065,33.566872,23.224636,23.299076,23.408501,5.943457,6.075211,5.695467,3.5777,0,3.993665
Rgs20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp6v1h,0.080863,2.676299,0.107103,4.075878,3.092127,0.874615,0.431684,0.256235,1.482545,0.538811,1.286393,2.970183,4.016481,0.065765,0.072965,0,0.01402,4.926323
Rb1cc1,6.362718,3.019698,3.737472,5.631838,5.453037,4.807304,6.109008,5.385317,6.835129,7.232135,5.929688,5.885641,0,0,0,0,0,0
Rrs1,21.97397,24.028337,17.223999,19.210258,21.819754,17.229223,21.919666,16.33263,22.505882,23.760347,16.78758,23.123917,6.257005,5.375838,6.015708,7.370377,13.193362,6.660318
Vcpip1,5.439859,5.264964,2.29795,4.514544,4.050397,2.451206,4.907653,4.769485,6.32211,4.433094,5.771552,4.180216,0.973884,1.011296,0.882202,0.674958,0.619764,0.692597
Sgk3,1.659465,2.536615,1.244856,2.861706,0.609088,0.729467,3.097541,1.92598,2.690717,2.084745,0.130799,0.003819,0.809799,0.467452,0.661238,0,0,0
Cops5,0.778504,0.89899,1.172638,2.315216,0.769607,1.625017,1.068879,0.756174,0.945977,0.66067,0.901875,0.741111,1.438172,1.251776,1.349577,2.346921,2.793356,2.493056
Arfgef1,6.946132,6.513197,5.471836,6.189682,5.270905,3.692969,6.317621,3.403803,5.38015,7.212221,4.621507,6.691543,5.27141,5.681133,5.161421,4.552077,0,4.765851
Lactb2,8.813816,8.994406,4.877841,44.995178,12.545259,5.614472,37.855888,17.321169,14.280997,43.460163,22.450577,37.094173,68.738457,69.974846,132.809631,106.272827,94.467445,78.960289
Rpl7,455.731201,457.834686,644.034729,446.357178,388.194641,662.093628,500.032135,352.864746,202.386642,563.996277,359.440918,560.93103,82.341576,89.659668,151.947006,115.992722,93.499657,133.799454
Ube2w,0,0,0,0,0,0,0,0,0,0,0.188003,0,0,0,0,0,0,0
Tceb1,0.022406,0.045458,0.035113,0.088632,0.007501,0.029959,0,0.321044,0.018608,0.356851,0.025139,0.08342,0.000258,0.001214,0,0,0,0.004775
Mcm3,62.651367,64.277649,61.152786,33.768742,62.977692,54.010529,32.154888,60.870041,60.766644,26.049133,63.903828,24.338734,0,0,0,0,0,0
4933415F23Rik,0,0,0.018583,0,0,0,0,0,0,0,0,0,0.030809,0.049687,0.044312,0.03469,0.099119,0.063284
Smap1,0,0.002347,0.01734,0.024283,0,0,0.027781,0,0.00211,0.042587,0.544418,0.02735,0,0,0,0,0,0
Lmbrd1,0,0.032621,0.015368,0.051954,0.008116,0.030102,0.510795,0.040172,0.025339,0.764372,0.041529,0.051303,0.017543,0.030603,0.184184,0.007913,0.018005,0.018909
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,0.045437,0.019999,0.030396,0.552621,0.024319,0,0.026475,0.000961,0.020274,0.000469,0.026155,0.042888,0,0,0,0,0,0
Rab23,0.005657,0,0,0.008935,0.008002,0.003073,0,0.004252,0.056496,0.004958,0.009714,0.006994,0,0,0,0,0,0
Bag2,25.071445,24.843904,24.862095,32.924747,32.413277,20.52763,33.664642,35.507603,33.638062,27.930231,41.441742,29.076214,4.535605,6.283166,4.497319,4.335934,5.705552,5.55379
Dst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,16.979286,18.725077,20.023708,20.684572,20.390184,18.537958,19.026367,22.442795,22.585756,20.101074,23.807367,19.278999,8.546908,7.092673,8.183762,9.038732,9.468074,8.788353
Imp4,22.077597,22.819433,16.925127,21.040474,22.936937,16.656513,20.229755,22.740067,22.176462,19.550251,24.694002,19.590799,14.732466,14.780745,13.202555,16.191298,15.094932,14.920574
Ptpn18,0,0,0,6.269209,2.589242,0,5.784395,2.859826,1.307729,5.828558,1.74817,4.847079,3.720688,4.976723,4.129684,3.457583,5.731509,4.394568
Uggt1,9.159616,9.812157,4.423355,3.057123,9.429651,7.597996,4.649047,6.49447,8.901965,5.098146,8.491967,2.799,3.228879,1.022784,0.15674,0,0,3.534203
Cox5b,184.988159,180.117126,225.171951,345.96106,213.652893,243.562698,351.662354,206.125381,226.643234,373.67746,242.389175,381.22467,837.045044,786.686218,812.918091,732.388428,725.642029,618.122437
Actr1b,0,0.000665,0,0.000763,0.000298,0.001316,0,0.000196,0.001485,0.001021,0,0.396796,0.000814,0.000382,0,0.000488,0.000876,0.000585
Inpp4a,0,0,0,0,2.120201,0,0,0,0,0,2.899329,0,0.186723,0,0.190592,0,0,0
Mrpl30,9.721169,5.894967,9.589334,8.761103,5.972178,9.959246,9.888601,9.029958,6.977856,11.731703,8.823019,10.104058,3.955633,4.274433,4.347697,2.099155,0.001417,4.031667
Txndc9,6.341929,7.37187,10.630114,7.814914,10.626495,9.397769,7.108517,10.094525,8.79411,8.459116,11.378555,12.018718,2.057284,2.359413,2.668077,1.475824,1.77628,1.700561
Eif5b,9.043138,8.072313,14.264373,8.486846,9.660099,12.954951,7.754786,8.67099,10.391221,8.084713,8.149981,8.671305,0,1.067393,0,0,0,0
Pdcl3,27.014853,22.397903,37.442627,39.598351,28.746714,35.351761,40.719975,28.903849,33.427254,40.563995,29.906136,41.47401,8.354062,8.296526,7.346553,4.821328,5.469761,6.278902
Rpl31,8.349173,11.213237,6.1055,9.426477,9.074456,4.328604,10.164008,5.798948,9.045671,7.616131,6.112219,10.307771,2.968582,2.694093,2.96688,5.084333,3.589078,3.967497
Tbc1d8,2.460618,2.525965,0.751332,3.094633,3.090035,1.214447,3.276809,3.295725,3.272806,2.694593,3.188961,2.255387,0,1.818531,1.744713,0,0,1.581931
Map4k4,0,0.000449,0,0,0.000292,0.504908,3e-04,0,0.000468,0,0,0,0.610585,3.8e-05,0.603978,0.157706,5.9e-05,0.301487
Mrps9,19.145327,20.243492,30.394264,22.614988,21.168512,30.472115,23.035925,21.460203,21.618061,25.329771,24.146303,22.817371,8.680832,12.811564,11.354034,9.430469,9.038449,10.886005
AI597479,11.977577,11.681798,8.007744,11.518608,12.74909,8.093213,10.628999,14.857075,12.429085,8.775408,15.8965,9.517456,0,1.816604,2.155238,1.808912,0,2.080148
Uxs1,0.155684,0.158555,0.868357,0.201153,1.548006,0.733445,0.300389,0.161691,0.76496,0.1278,0.733126,0.959722,0.199365,0.104908,0.12052,2.199369,0.182372,0.211284
Tpp2,8.796376,6.48804,3.91282,7.002385,6.510653,3.771475,5.021807,5.997624,8.918411,6.088865,10.206898,6.35278,0,0,0,0,0,0
Kdelc1,20.237267,22.211491,20.4825,18.04534,21.787746,16.756815,16.773413,19.741829,18.589197,15.665768,22.276363,17.243134,1.784328,3.287251,4.245709,4.107806,2.746885,1.758648
Wdr75,0,0,0,0.22402,0.463772,0.076436,0,0,0.111587,0,0,0,0,0,0,0,0,0
Myo1b,4.164136,1.146147,1.032401,2.482893,0.934896,4.122325,2.219657,1.168428,1.542195,1.950734,1.723925,1.687096,0.259591,0,0,0,0,0
Stat1,0.004836,1.176571,1.299454,3.925464,1.883959,0,4.013014,1.780425,2.033188,4.040403,2.028438,3.286558,3.494049,3.755028,4.89949,2.234311,1.54117,0.16618
Gls,0.541202,0,0,2.337844,1.125804,0,3.116121,1.464231,0.98136,1.643853,0.884625,1.654853,19.333332,20.391167,17.450603,13.221893,0,11.543584
Stk17b,4.655959,4.312274,5.148282,4.648046,4.547053,4.423666,5.222986,5.853586,5.494891,4.635114,6.014935,4.881402,1.328607,1.537628,1.536513,0,0,0
Gtf3c3,8.24282,9.533658,7.047328,5.860069,9.099267,6.764613,5.882577,10.35074,8.681887,5.780699,10.223096,6.035826,0,1.580237,1.844224,0,0,0
Ankrd44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0
Sf3b1,6.353484,20.033764,24.758699,18.15411,27.324652,19.282978,26.301653,17.610144,17.435057,14.743174,32.137321,18.37496,2.102191,1.737345,2.198134,9.100439,6.017632,3.705049
Hspd1,8.343904,11.221755,13.174596,11.522007,15.479711,8.534731,11.58966,19.334991,12.075267,12.674798,17.244946,7.960163,4.861176,1.984496,3.753498,2.498435,2.314166,2.752954
Hspe1,153.54277,156.377121,233.241379,196.327942,171.634247,242.94252,200.686157,138.645157,201.629181,46.269638,144.881912,219.337021,33.31966,36.401886,34.553585,18.370243,16.326447,17.750288
Bzw1,173.173874,171.272827,121.482162,142.310059,144.002335,121.115463,140.784393,151.038254,160.057404,131.472153,159.098419,135.540726,10.242014,13.460382,12.865038,10.72222,8.665656,10.63531
Ppil3,1.142291,2.226375,1.99761,1.550677,1.419823,2.403975,1.306276,1.724468,3.25034,1.333201,3.523365,1.869479,0,0,1.0901,0.766898,0,0
Nif3l1,17.29495,18.84841,21.592316,13.279732,18.651703,18.631166,12.45376,4.394376,12.228838,14.680548,19.865282,12.523853,7.577757,8.205585,3.766548,5.465534,6.522074,8.444574
Ndufb3,65.932053,66.497757,107.320099,123.911659,73.034012,100.483421,117.152779,64.782143,85.508118,135.446121,72.268295,136.688812,68.796265,69.568031,71.531075,45.01247,37.023548,45.06525
Casp8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sumo1,110.936874,126.347519,165.901031,140.032013,108.669472,171.919037,136.946198,106.7211,116.370193,130.3423,106.89444,142.206253,8.633789,9.092671,8.182701,5.092987,3.750886,5.758015
Nop58,0.852407,1.357411,1.857255,0.311704,0.724794,2.193044,0.464391,0.385305,1.078844,1.026281,1.804664,1.197931,0,0,0,0,0,0
Fam117b,5.909718,6.027551,3.993746,4.580814,3.699475,3.899056,4.377709,1.399572,4.168195,3.79626,2.854512,4.649075,4.979982,5.021156,4.453115,5.541314,7.853969,4.729197
Wdr12,3.800014,7.158061,6.169017,12.126466,9.051232,11.519824,10.391709,6.825258,12.8681,6.013432,13.764159,10.411853,0.845529,0.768708,0.785839,0,0.490581,0.668054
Cyp20a1,7.844862,6.117001,3.779611,5.827273,12.659184,5.373685,5.456797,11.511292,12.910189,5.517849,6.602057,5.394218,0.008402,0.898299,0.774402,0.659372,0,1.149096
Abi2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nrp2,0,0,0,0,0.279753,0,0,0.331951,0.213564,0,0.433093,0,0,1.140599,0,0.655203,0,0.786497
Ndufs1,24.089458,14.943707,17.241957,31.400846,16.438845,15.041604,29.19434,17.976965,18.37763,31.056946,23.69458,31.826899,15.662005,14.339879,12.610259,11.626031,6.311223,9.935292
Eef1b2,92.623352,94.380875,120.758797,88.973816,83.144302,118.30204,88.24086,78.261139,91.403473,97.888809,88.046234,96.771019,35.537563,38.086559,39.444866,25.088055,36.519894,35.855553
Creb1,0.001332,0.038412,0,0,3.7e-05,0,0,5.5e-05,5.2e-05,0,8.6e-05,0,3.4e-05,0.016485,0,0,0,0.002492
Idh1,1.61943,1.574192,0.384856,1.500494,0.506475,3.319268,0.291844,0.6286,1.209256,1.071733,0.276552,0.398441,7.831687,7.400002,5.451,1.719396,6.497734,4.374827
Pikfyve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpe,0,0.011252,0,0.007241,0.005159,0,0.318096,0.611786,0,0,0.011882,0,0,0.647902,0.000792,0.003851,0.005847,0.002387
Acadl,36.8307,33.900505,28.384207,127.893463,47.633556,27.728146,128.049438,59.243252,50.590755,114.588608,69.113235,115.160988,36.550732,39.253132,37.475525,27.938745,22.742163,31.166613
Ikzf2,0,0.002696,0,0,0.008785,0,0,0.008221,0.006263,0,0,0,0.041732,0,0,0,0,0
Abca12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atic,18.874733,19.120018,16.863741,18.618563,21.884842,16.153402,18.819843,22.522936,22.227068,17.711674,22.504356,15.46946,7.578645,7.534507,8.226018,7.884107,7.001525,7.466821
Fn1,0.723657,0.007777,0,0.454784,0,0,0.52387,5.7e-05,0.000113,0.00027,0.000214,0.625307,0.59571,0.000581,0.000217,0.000219,0,0.000114
Rpl37a,544.306824,540.01947,736.720398,766.871643,554.896729,731.465698,753.900085,455.041138,634.671875,923.392822,459.631287,914.868103,192.18338,183.381287,194.438614,118.658386,144.770889,156.045135
Tns1,0.299019,0.973681,0.528211,2.771039,0.705685,0,1.574216,0.665525,1.366836,2.037226,0.794736,1.753629,39.137638,39.825546,39.245457,34.490311,0.589659,3.439214
Arpc2,63.196014,54.585037,96.053726,106.055084,73.302925,81.422234,120.916115,70.265251,64.753578,120.893021,65.537323,98.914558,0.182696,8.216837,0.160319,11.972233,3.944941,0.172732
Aamp,89.353485,93.907532,94.77327,106.55246,106.026123,96.067337,114.359398,111.569916,106.086891,111.99633,132.668106,109.454849,79.427254,72.899376,76.108154,73.948601,79.240829,73.289207
Fam134a,14.917805,11.34007,11.094495,17.700487,13.040538,10.767732,17.35685,11.98294,13.126945,17.613791,16.919592,14.816363,64.758865,70.72216,71.171066,72.483109,94.468712,81.779434
Zfand2b,4.468784,5.470703,8.022746,8.903062,8.346792,5.643108,10.07294,6.423631,7.624439,8.988935,8.130412,11.403881,11.822149,10.837811,11.075718,14.879385,14.533107,13.320803
Ankzf1,1.902623,2.739072,2.946434,3.177885,3.607728,2.266359,2.576745,3.587301,3.85033,3.080486,2.232868,2.889762,0.005524,0.002289,0.002856,0,0.012889,0.002474
Tuba4a,0,0,0,0.984571,0.386044,0,1.346218,0.455231,0.292248,0.44653,0.466699,1.181523,2.610107,2.821989,1.710474,1.273195,1.726517,1.993272
Dnpep,2.934498,1.07868,1.737891,0.753755,0.057144,1.077027,0.020044,0.106728,0.032409,1.015025,0.049477,2.224683,2.293481,2.093904,0.046592,5.358136,2.170179,1.891327
Des,15.211124,13.60428,19.621714,7.751483,21.236109,19.403543,7.871278,16.379221,22.030031,7.646706,23.014057,7.574822,9.06627,10.535526,9.158874,6.546275,7.133588,5.93609
Gmppa,0,0,0,0,0,0,0,0,0,0,0,0,0.007817,0.006884,0,0.006127,0,0.076584
Farsb,7.200429,27.287138,21.469902,34.392365,43.277237,27.588402,36.789581,44.628925,44.907944,0,47.283329,33.336193,4.559626,3.576353,2.092474,1.424668,1.021117,3.841554
Acsl3,5.9852,3.275984,2.39245,4.990797,6.608265,3.169464,4.387456,7.268258,7.089633,4.371817,6.571754,6.772161,0.839731,1.590593,1.229952,0.886593,0,1.382048
Utp14b,2.319129,2.318507,1.596689,1.219116,1.413793,0.920078,1.315057,1.118284,1.289212,0.784339,1.146204,1.499954,0.16438,0.275586,0.184233,0.184413,0,0.168865
Mrpl44,20.89098,21.907282,20.431473,27.881443,23.985929,20.742674,30.643326,25.332058,25.839096,30.114477,28.349995,29.986795,8.063823,8.47135,8.603621,6.198149,6.087237,7.294348
Cul3,8.185753,8.480059,10.720713,4.350751,4.282454,8.820713,5.146444,2.756223,3.922226,4.741156,3.936688,5.034014,4.172565,2.874627,5.507172,2.439032,2.57353,2.83357
Dock10,0,0,0,0,0.538097,0,0,0.816246,0,0,0.519182,0,0,0,0,0,0,0
Mff,13.016962,15.406071,16.443886,14.791898,11.062371,10.696029,11.824762,14.802886,13.306948,14.353274,11.890395,15.553174,1.678105,1.925731,2.321668,0.00602,0.005839,0.727534
Agfg1,0.003087,0.003764,0.081416,0.000719,0.025446,0.002541,0.001227,0.001253,0.002069,0.006949,0.002707,0.05266,0.000852,0.001416,0.562518,0.001115,0.001305,0.00186
Pid1,8.059632,8.919306,4.899513,7.906718,9.952711,5.343981,9.001769,11.200608,10.407442,7.591527,11.551847,8.025852,2.21991,2.563397,3.043272,1.961517,2.710557,2.280728
Dner,0,0,0,0,0.823697,0,0,0.589166,0.532404,0,0.471468,0,0,0,0,0,0,0
Trip12,7.520355,8.402874,1.771465,5.839731,5.038105,4.496879,4.345712,6.172609,4.887188,1.797169,5.827596,4.970321,2.579305,0.689188,7.7e-05,2.977438,0,2.497273
Sp110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp140,0,0,0,0,0,0,0,0,0.331644,0.596269,0.324432,0,0,0,0,0,0,0
Sp100,0,0,0,0,0,0,0,0,0,0.519264,0,0.311023,0.003112,0.003672,0.001413,0,0,0
