24	52
52	95
90	95
4	90
4	71
30	71
30	84
15	84
13	15
13	57
45	57
19	45
19	83
33	83
6	33
6	63
63	80
80	96
37	96
37	81
29	81
29	59
59	70
32	70
32	87
54	87
54	77
42	77
42	72
36	72
11	36
11	67
67	74
0	74
0	58
58	94
26	94
26	73
35	73
35	61
61	64
55	64
43	55
25	43
1	25
1	31
31	85
47	85
17	47
17	53
53	68
20	68
20	60
28	60
28	92
46	92
10	46
10	16
16	50
50	65
65	75
75	76
66	76
66	82
22	82
22	98
56	98
56	91
91	97
93	97
88	93
9	88
9	18
18	41
41	99
3	99
3	40
40	89
48	89
12	48
12	34
34	79
14	79
2	14
2	49
27	49
27	86
51	86
5	51
5	78
39	78
21	39
8	21
8	69
7	69
7	62
23	62
23	38
38	44
21	35
63	95
54	66
13	25
47	90
56	62
50	60
53	95
6	21
67	69
51	89
15	45
16	72
72	84
16	20
82	96
63	92
8	46
4	23
33	87
47	87
45	81
72	83
43	77
10	60
57	59
38	88
29	71
38	71
2	14
60	65
26	96
49	65
43	84
24	38
40	72
11	23
33	52
47	75
64	92
4	18
15	57
5	67
11	61
65	92
66	89
30	81
36	94
56	61
53	73
6	73
17	69
43	61
9	39
58	74
57	66
57	77
11	13
6	11
13	36
9	47
56	88
27	49
54	73
56	74
5	67
72	79
1	36
47	88
82	87
50	58
6	30
5	11
38	62
27	43
8	14
37	42
1	49
22	86
26	84
19	93
27	92
0	84
41	45
11	72
1	73
55	94
74	82
2	72
68	97
7	43
56	60
38	53
8	97
15	50
56	73
18	72
1	37
50	66
49	61
25	84
14	27
52	77
43	80
20	69
0	72
23	30
18	95
33	82
10	78
24	97
66	85
62	83
1	81
25	67
9	69
42	85
2	74
5	49
19	86
55	67
11	58
57	59
29	77
19	77
91	97
8	10
18	62
31	93
30	82
14	76
15	68
28	86
16	35
9	74
4	76
44	60
23	57
36	82
50	62
12	16
66	79
13	82
32	37
4	90
15	32
2	56
34	96
31	72
11	71
9	34
40	47
92	94
16	71
81	89
24	96
48	76
32	65
57	67
40	95
39	78
26	74
40	57
14	75
43	61
19	86
47	87
2	64
58	70
15	85
16	19
15	34
9	50
25	90
70	82
0	98
15	70
31	88
81	94
45	51
35	72
28	82
9	97
36	87
31	34
5	25
29	56
10	53
4	33
39	95
14	40
27	28
10	99
37	41
16	70
16	40
0	52
58	80
30	79
18	83
50	74
27	77
22	36
9	37
11	35
30	88
40	51
26	47
2	86
25	77
5	43
54	93
91	92
17	25
57	90
67	80
69	93
8	68
30	67
25	99
21	84
25	46
14	83
1	89
56	69
0	94
13	85
61	88
24	66
8	39
7	52
34	62
38	46
2	26
66	83
52	99
88	91
15	73
60	80
15	85
9	34
67	89
29	50
6	66
56	86
28	66
16	97
0	41
15	61
49	76
39	64
54	84
30	88
77	79
39	43
43	96
58	64
57	79
10	29
28	45
64	93
0	28
2	42
4	78
1	90
11	74
22	94
4	10
22	24
10	60
48	89
50	61
12	16
10	67
56	74
67	75
11	36
36	70
51	58
34	94
50	84
35	71
68	84
26	63
47	48
33	68
49	61
37	92
9	33
25	96
1	9
30	76
44	79
54	58
17	91
29	47
50	59
35	50
9	27
54	78
27	42
43	67
14	43
43	56
42	43
43	94
6	43
43	44
13	43
43	55
43	57
2	43
43	82
31	43
43	49
43	80
8	43
43	68
10	43
22	43
43	84
43	98
43	77
16	43
43	63
18	43
30	43
43	90
43	64
43	89
43	50
43	53
24	43
9	43
23	43
38	43
43	81
28	43
0	43
32	43
15	43
43	87
36	43
20	43
43	65
43	52
40	43
33	43
43	70
43	75
43	95
31	63
4	63
29	63
63	84
21	63
63	79
51	63
19	63
63	66
63	67
12	63
63	98
8	63
37	63
18	63
63	70
23	63
63	78
14	63
2	63
26	63
52	63
42	63
63	64
63	65
20	63
53	63
50	63
63	89
61	63
7	63
56	63
63	68
63	76
6	63
63	92
13	63
46	63
43	63
63	72
59	63
63	73
15	63
63	63
57	63
54	63
63	94
63	87
1	63
63	83
9	45
5	9
9	42
9	81
9	17
9	23
9	27
9	65
9	63
9	86
9	71
9	52
9	57
9	95
9	84
9	59
9	47
9	34
9	25
9	94
9	40
9	70
9	91
1	9
9	93
9	39
9	21
9	76
9	41
9	97
9	75
9	9
9	67
9	44
9	74
9	16
9	12
9	61
3	9
9	96
6	9
9	29
9	26
9	37
9	10
9	15
0	9
9	89
9	55
9	87
47	80
18	47
47	54
26	47
47	51
47	53
5	47
47	84
47	62
47	66
45	47
39	47
47	52
47	61
47	68
2	47
4	47
25	47
47	87
20	47
3	47
47	72
