26	156
1	110
18	181
143	152
36	166
93	182
19	41
74	100
123	164
168	197
138	176
134	180
72	139
64	144
113	136
46	174
107	154
172	195
53	198
21	146
115	128
29	66
37	96
5	87
8	127
43	161
73	141
12	30
84	184
15	155
65	145
35	69
150	153
101	158
45	68
11	75
10	22
89	118
103	126
7	54
40	85
83	179
76	135
33	105
61	192
90	170
58	148
51	189
50	81
4	111
17	112
63	183
2	121
24	38
49	147
77	177
31	187
6	159
16	142
80	91
3	106
32	98
55	108
124	157
57	125
42	162
20	23
70	102
120	190
27	28
56	114
39	122
0	95
62	194
160	163
34	47
44	97
79	188
175	193
191	196
140	151
78	173
48	104
116	132
171	199
60	185
99	169
25	92
149	186
9	165
133	137
117	178
71	82
109	119
86	130
52	59
13	14
88	94
67	131
129	167
64	113
12	196
73	188
59	176
58	199
114	172
110	189
37	110
97	149
87	172
0	154
62	191
8	171
32	124
55	124
120	156
90	172
18	31
112	132
26	51
148	184
72	104
112	125
35	116
153	199
55	142
28	88
33	75
2	149
42	195
46	144
115	161
48	109
32	93
109	147
74	179
43	66
17	93
54	74
64	109
91	192
86	179
21	131
62	101
30	104
127	192
31	184
4	86
111	187
101	116
32	144
32	178
32	65
32	149
8	32
32	153
32	191
32	77
32	63
32	137
18	32
32	117
88	164
14	164
18	164
158	164
77	164
10	164
12	164
69	164
72	164
152	164
9	164
39	164
20	61
61	174
61	176
52	61
61	166
61	188
43	61
5	61
61	118
61	195
61	128
12	61
61	71
71	170
71	160
52	71
71	142
71	155
71	134
71	178
4	71
71	108
3	71
71	138
33	157
33	190
33	81
33	38
33	114
33	141
33	63
33	80
33	97
33	75
33	112
33	128
82	96
82	167
82	164
82	135
35	82
43	82
20	82
60	82
62	82
82	184
34	82
82	100
