15	67
51	67
51	53
6	53
6	18
18	63
31	63
17	31
17	58
30	58
30	95
13	95
13	54
54	98
34	98
10	34
10	61
61	76
42	76
42	88
74	88
74	94
24	94
24	26
26	85
11	85
11	20
20	86
39	86
39	96
52	96
52	62
3	62
3	80
77	80
77	89
25	89
25	46
40	46
9	40
9	71
71	90
83	90
75	83
75	82
78	82
70	78
66	70
66	73
56	73
49	56
5	49
5	7
7	48
48	65
37	65
19	37
19	81
81	92
36	92
0	36
0	4
4	97
2	97
2	57
23	57
16	23
16	28
28	64
64	72
41	72
41	43
12	43
12	14
1	14
1	38
8	38
8	84
60	84
60	68
59	68
59	87
45	87
35	45
22	35
22	32
32	69
69	93
55	93
29	55
29	99
91	99
47	91
27	47
27	79
44	79
33	44
21	33
21	50
54	78
16	28
47	90
34	36
8	78
17	48
2	64
55	56
9	97
31	58
16	17
50	95
38	58
4	37
6	74
32	63
71	96
71	93
32	73
52	94
1	96
82	91
74	85
58	79
94	95
44	88
27	78
54	96
15	71
0	98
24	42
89	92
60	72
22	74
49	63
61	82
35	67
63	71
7	75
7	26
59	93
